alpha_id,asset,passed,fail_reason,is_final_candidate_alpha,rank,score,coverage,train_blocks,train_ic,train_rank_ic,train_icir,train_sharpe,val_ic,val_return,oos_ic,oos_rank_ic,oos_icir,oos_sharpe,oos_return,oos_max_dd,oos_turnover_per_bar,oos_trade_count,oos_blocks,wf_positive,wf_total,wf_frac,stability_frac,one_way_bps,slippage_bps,check_dataset_gate,check_factor_computable,check_train_ic,check_train_rank_ic,check_train_icir,check_train_performance,check_validation_performance,check_oos_performance,check_max_drawdown,check_turnover_cap,check_walk_forward,check_stability,check_no_lookahead,check_oos_isolated,check_transaction_cost,check_slippage
Alpha060,QQQ,True,,True,119,0.3472,0.93,20.0,-0.0808,-0.0814,-0.938,1.33,-0.0863,0.15439999999999998,-0.0917,-0.0914,-1.0323,0.6369,0.076735,-0.109315,0.377668,345,15,4,6,0.67,1.0,3.0,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha060,SPY,True,,True,100,0.472,0.93,20.0,-0.0796,-0.0795,-0.709,2.08,-0.1007,0.10339999999999999,-0.112,-0.1117,-1.0196,2.731,0.367528,-0.047494,0.376026,344,15,5,6,0.83,0.75,3.0,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha060,XAUUSD,True,,True,71,0.6139,0.98,75.0,-0.1476,-0.1465,-1.363,2.69,-0.1744,0.514,-0.149,-0.1456,-1.3837,3.1908,0.773549,-0.08496,0.354885,1112,52,6,6,1.0,1.0,6.0,2.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha061,EURUSD,True,,False,51,0.8328,0.98,76.0,-0.1817,-0.1872,-1.561,5.14,-0.199,0.6686,-0.2021,-0.201,-1.4984,7.3364,1.321159,-0.021344,0.082854,260,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha061,XAUUSD,True,,False,97,0.4843,0.98,76.0,-0.0658,-0.0685,-0.603,1.3,-0.063,0.1603,-0.0847,-0.0846,-0.9144,2.2177,0.461653,-0.091259,0.094349,296,52,5,6,0.83,1.0,6.0,2.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha062,EURUSD,True,,False,88,0.5195,0.98,75.0,-0.1444,-0.1466,-1.45,4.44,-0.11,0.16149999999999998,-0.1328,-0.1356,-1.1365,3.2884,0.438275,-0.036957,0.21408,670,52,5,6,0.83,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha063,AG,True,,True,131,0.3002,0.96,39.0,-0.0601,-0.0598,-0.647,0.75,-0.0517,0.0148,-0.0685,-0.0686,-0.3537,1.1098,0.227113,-0.075121,0.111701,190,29,4,6,0.67,1.0,8.0,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha063,AU,True,,True,60,0.6987,0.96,39.0,-0.1405,-0.1406,-1.132,3.41,-0.1394,0.1946,-0.1355,-0.142,-1.3944,4.1919,0.675219,-0.043452,0.095196,162,29,5,6,0.83,1.0,6.0,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha063,EURUSD,True,,True,23,0.9344,0.98,75.0,-0.316,-0.3223,-3.035,13.39,-0.3286,1.3566,-0.3162,-0.3242,-2.518,12.9493,3.793575,-0.038039,0.094508,296,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha063,XAUUSD,True,,True,56,0.7461,0.98,75.0,-0.1122,-0.1141,-1.041,3.95,-0.1554,0.6362,-0.1344,-0.1316,-1.2544,5.4858,1.689977,-0.056637,0.104246,326,52,6,6,1.0,1.0,6.0,2.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha064,AU,True,,True,110,0.4144,0.97,40.0,-0.1179,-0.1173,-1.161,2.11,-0.1062,0.0818,-0.1081,-0.1034,-1.0514,0.7641,0.097391,-0.100795,0.116121,197,29,5,6,0.83,1.0,6.0,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha064,EURUSD,True,,True,45,0.8666,0.99,76.0,-0.2441,-0.2456,-2.088,7.48,-0.2453,0.7893000000000001,-0.2622,-0.2612,-1.857,9.9756,2.414435,-0.019828,0.095626,300,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha064,XAUUSD,True,,True,91,0.4999,0.99,76.0,-0.0878,-0.0907,-0.873,2.62,-0.112,0.1959,-0.0924,-0.0873,-0.8038,2.4429,0.596804,-0.107977,0.120211,376,52,5,6,0.83,1.0,6.0,2.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha065,EURUSD,True,,False,84,0.5401,0.99,76.0,-0.0865,-0.0863,-0.764,2.66,-0.0954,0.19390000000000002,-0.0898,-0.0947,-0.9409,3.0227,0.409148,-0.031419,0.137612,431,52,5,6,0.83,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha066,QQQ,True,,False,134,0.2773,0.9,20.0,-0.056,-0.056,-0.473,1.1,-0.0958,0.1153,-0.0468,-0.0455,-0.2686,0.8029,0.111587,-0.072581,0.100712,92,15,4,6,0.67,0.75,3.0,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha066,XAUUSD,True,,False,96,0.4845,0.98,76.0,-0.11,-0.1098,-0.895,2.19,-0.157,0.6528,-0.1024,-0.0979,-0.8247,1.9369,0.379169,-0.085151,0.185824,582,52,6,6,1.0,1.0,6.0,2.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha067,EURUSD,True,,False,42,0.8768,0.99,76.0,-0.2873,-0.2845,-2.997,13.4,-0.2918,1.2457,-0.2641,-0.2569,-2.406,12.8283,2.919361,-0.009697,0.298212,934,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha068,EURUSD,True,,False,50,0.8371,0.98,75.0,-0.2323,-0.2326,-2.413,7.99,-0.214,0.4681,-0.1984,-0.1945,-2.2884,6.6218,1.283511,-0.026119,0.228768,716,52,5,6,0.83,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha068,SPY,True,,False,137,0.198,0.95,21.0,-0.0631,-0.0614,-0.588,0.82,-0.0496,0.026600000000000002,-0.049,-0.0529,-0.4155,0.5306,0.05637,-0.096276,0.269294,246,15,4,6,0.67,1.0,3.0,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha069,AU,True,,True,93,0.4976,0.98,40.0,-0.0866,-0.0855,-0.835,0.79,-0.1043,0.0728,-0.112,-0.1021,-1.124,1.7464,0.208541,-0.053717,0.178014,302,29,5,6,0.83,1.0,6.0,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha069,EURUSD,True,,True,44,0.8682,0.99,76.0,-0.2492,-0.2438,-2.546,10.72,-0.2456,0.8269,-0.218,-0.201,-2.0575,9.4984,1.731167,-0.011223,0.158525,496,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha069,QQQ,True,,True,128,0.3034,0.95,21.0,-0.0594,-0.0657,-0.523,1.11,-0.0816,0.2248,-0.052,-0.0476,-0.4459,0.7757,0.096054,-0.094228,0.188834,172,15,4,6,0.67,1.0,3.0,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha069,SPY,True,,True,135,0.2632,0.95,21.0,-0.0826,-0.0838,-1.019,1.53,-0.0754,0.09050000000000001,-0.0481,-0.0536,-0.3665,0.7583,0.079943,-0.076867,0.189381,173,15,4,6,0.67,1.0,3.0,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha070,AU,True,,False,94,0.4927,0.98,40.0,-0.0962,-0.091,-0.833,0.54,-0.0914,0.009000000000000001,-0.1315,-0.1071,-1.1809,1.655,0.221409,-0.060338,0.207486,352,29,5,6,0.83,1.0,6.0,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha070,EURUSD,True,,False,46,0.8603,0.99,76.0,-0.298,-0.2763,-2.949,11.57,-0.2775,0.7624,-0.3046,-0.2829,-2.1476,11.9515,3.228278,-0.012808,0.158365,496,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha071,EURUSD,True,,False,43,0.8687,0.97,75.0,-0.2298,-0.2016,-2.257,4.55,-0.261,0.5609000000000001,-0.2452,-0.2148,-1.9361,7.6698,1.257614,-0.023056,0.121807,382,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha073,EURUSD,True,,False,40,0.8975,0.99,76.0,0.1846,0.1889,2.217,10.34,0.1885,0.9898,0.1913,0.2012,2.4397,11.1588,2.513865,-0.02241,0.188538,590,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha076,EURUSD,True,,False,55,0.7693,0.99,76.0,-0.1814,-0.1655,-1.067,5.83,-0.2148,0.7515999999999999,-0.1838,-0.1609,-1.1031,5.4819,1.119175,-0.064626,0.122286,383,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha077,EURUSD,True,,False,64,0.6527,0.99,76.0,-0.1515,-0.1567,-1.34,4.8,-0.1441,0.3017,-0.1342,-0.1389,-1.104,4.091,0.547326,-0.033673,0.154693,484,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha080,EURUSD,True,,False,41,0.8899,0.99,76.0,-0.2418,-0.2175,-2.877,13.11,-0.2366,0.773,-0.2468,-0.222,-2.4941,14.1659,2.237005,-0.007254,0.25016,784,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha084,EURUSD,True,,False,2,0.9892,1.0,78.0,-0.3321,-0.3374,-5.663,11.31,-0.3593,0.5296,-0.3524,-0.3448,-6.0625,11.8146,1.293316,-0.006509,0.070243,220,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha086,EURUSD,True,,False,57,0.7435,0.99,76.0,-0.1912,-0.1921,-1.944,6.56,-0.1629,0.3936,-0.1576,-0.1623,-1.8729,6.3579,1.122005,-0.02858,0.27666,866,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha087,EURUSD,True,,False,49,0.846,0.99,76.0,-0.2683,-0.2419,-2.056,10.89,-0.3235,1.2418,-0.2506,-0.2214,-1.8811,10.249,2.467635,-0.020795,0.197158,618,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha087,XAUUSD,True,,False,108,0.4324,0.99,76.0,-0.0883,-0.0774,-0.868,1.06,-0.122,0.30510000000000004,-0.0924,-0.0849,-0.7772,1.6615,0.378621,-0.095378,0.213123,668,52,5,6,0.83,1.0,6.0,2.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha088,XAUUSD,True,,False,126,0.308,0.92,71.0,-0.0944,-0.0932,-0.91,0.86,-0.0821,0.026099999999999998,-0.036,-0.0427,-0.3651,1.3297,0.318558,-0.154897,0.025702,80,49,4,6,0.67,1.0,6.0,2.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha089,AU,True,,True,69,0.6293,1.0,42.0,-0.1417,-0.1393,-1.41,2.52,-0.167,0.25,-0.1537,-0.1583,-1.5258,2.7946,0.379214,-0.040395,0.196286,333,29,5,6,0.83,1.0,6.0,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha089,EURUSD,True,,True,16,0.9558,1.0,78.0,-0.3232,-0.3328,-3.613,16.56,-0.3156,1.2653,-0.3057,-0.3099,-3.4151,16.2184,3.486594,-0.01026,0.184706,578,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha089,XAUUSD,True,,True,86,0.5315,1.0,78.0,-0.1225,-0.1209,-1.144,3.52,-0.1447,0.5135000000000001,-0.1087,-0.1039,-1.0262,2.6682,0.611705,-0.099542,0.199074,624,52,5,6,0.83,1.0,6.0,2.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha090,AU,True,,True,72,0.6127,0.98,40.0,-0.1418,-0.1392,-1.158,0.56,-0.1599,0.1043,-0.1702,-0.1589,-1.8205,2.0355,0.288262,-0.055537,0.278515,472,29,5,6,0.83,1.0,6.0,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha090,EURUSD,True,,True,18,0.952,0.99,76.0,-0.352,-0.3542,-4.598,17.21,-0.3575,1.6649,-0.3381,-0.3359,-3.887,18.1733,4.842048,-0.00691,0.234355,734,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha090,XAUUSD,True,,True,101,0.4689,0.99,76.0,-0.1199,-0.1206,-1.11,0.6,-0.1377,0.2516,-0.1197,-0.1078,-1.2318,1.5654,0.287683,-0.077064,0.267401,838,52,4,6,0.67,1.0,6.0,2.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha092,EURUSD,True,,False,52,0.823,0.94,74.0,-0.2962,-0.2808,-2.788,6.85,-0.2884,0.2291,-0.2786,-0.256,-2.0107,3.7936,0.190566,-0.015468,0.022669,71,49,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha092,XAUUSD,True,,False,92,0.4996,0.98,75.0,-0.1189,-0.1119,-1.141,1.71,-0.1564,0.2923,-0.1056,-0.0882,-1.0523,1.3369,0.165519,-0.069751,0.086367,270,52,6,6,1.0,1.0,6.0,2.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha094,AU,True,,True,78,0.587,0.98,40.0,-0.1068,-0.1078,-0.815,1.03,-0.1287,0.1378,-0.14,-0.1293,-1.6452,2.2298,0.285209,-0.052235,0.174477,296,29,4,6,0.67,1.0,6.0,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha094,EURUSD,True,,True,12,0.9634,0.98,76.0,-0.2769,-0.2833,-3.199,8.14,-0.2663,0.6697,-0.2788,-0.2749,-3.0456,9.5553,1.784601,-0.014102,0.130747,410,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha094,QQQ,True,,True,125,0.314,0.95,21.0,-0.056,-0.0581,-0.633,1.23,-0.0672,0.11710000000000001,-0.0566,-0.0643,-0.3738,1.0564,0.134257,-0.074385,0.196497,180,15,4,6,0.67,1.0,3.0,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha094,XAUUSD,True,,True,98,0.4839,0.99,76.0,-0.0961,-0.1022,-0.89,1.74,-0.1222,0.2546,-0.1116,-0.1113,-1.1547,1.7086,0.331784,-0.064735,0.170658,534,52,4,6,0.67,1.0,6.0,2.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha095,EURUSD,True,,False,112,0.4107,0.99,76.0,-0.1148,-0.1163,-0.911,3.09,-0.0843,0.0642,-0.107,-0.1073,-0.6533,2.0405,0.278648,-0.086636,0.106003,332,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha100,EURUSD,True,,False,53,0.7996,0.98,75.0,-0.1759,-0.1868,-2.567,8.12,-0.1929,0.4322,-0.1677,-0.1692,-1.983,7.7156,0.925954,-0.016304,0.323914,1014,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha101,AU,True,,True,75,0.6022,1.0,43.0,0.1525,0.1968,1.463,2.14,0.1477,0.2107,0.1582,0.2009,1.5768,3.2539,0.566379,-0.050471,0.425287,722,29,5,6,0.83,1.0,6.0,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha101,EURUSD,True,,True,31,0.9232,1.0,78.0,0.4108,0.4137,5.787,22.46,0.3961,2.5077000000000003,0.4052,0.4167,4.8837,24.0543,11.780024,-0.004705,0.311143,974,52,6,6,1.0,1.0,1.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha101,QQQ,True,,True,120,0.34,1.0,23.0,0.0613,0.1014,0.557,2.9,0.0445,0.2606,0.0688,0.1038,0.6335,2.9028,0.469743,-0.039075,0.463602,424,15,6,6,1.0,1.0,3.0,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha101,SPY,True,,True,114,0.3889,1.0,23.0,0.0571,0.0936,0.527,1.29,0.0751,0.1757,0.0805,0.1203,0.6864,2.911,0.386073,-0.054735,0.445539,407,15,4,6,0.67,0.75,3.0,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Alpha101,XAUUSD,True,,True,87,0.5307,1.0,78.0,0.1237,0.1648,1.216,2.89,0.1362,0.4318,0.1224,0.1607,1.1234,2.9091,0.63441,-0.060332,0.43311,1356,52,6,6,1.0,1.0,6.0,2.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
